x7; x6; x5; x4; x3; x2; x1; x0; a2; a1; a0; res
false;true;false;false;true;false;false;false;true;false;false; false
false;true;false;false;true;false;false;false;true;false;true; false
false;true;false;false;true;false;false;false;true;true;false; true
false;true;false;false;true;false;false;false;true;true;true; false
false;true;false;false;true;false;false;true;false;false;false; true
false;true;false;false;true;false;false;true;false;false;true; false
false;true;false;false;true;false;false;true;false;true;false; false
false;true;false;false;true;false;false;true;false;true;true; true
false;true;false;false;true;false;false;true;true;false;false; false
false;true;false;false;true;false;false;true;true;false;true; false
false;true;false;false;true;false;false;true;true;true;false; true
false;true;false;false;true;false;false;true;true;true;true; false
false;true;false;false;true;false;true;false;false;false;false; false
false;true;false;false;true;false;true;false;false;false;true; true
false;true;false;false;true;false;true;false;false;true;false; false
false;true;false;false;true;false;true;false;false;true;true; true
false;true;false;false;true;false;true;false;true;false;false; false
false;true;false;false;true;false;true;false;true;false;true; false
false;true;false;false;true;false;true;false;true;true;false; true
false;true;false;false;true;false;true;false;true;true;true; false
false;true;false;false;true;false;true;true;false;false;false; true
false;true;false;false;true;false;true;true;false;false;true; true
false;true;false;false;true;false;true;true;false;true;false; false
false;true;false;false;true;false;true;true;false;true;true; true
false;true;false;false;true;false;true;true;true;false;false; false
false;true;false;false;true;false;true;true;true;false;true; false
false;true;false;false;true;false;true;true;true;true;false; true
false;true;false;false;true;false;true;true;true;true;true; false
false;true;false;false;true;true;false;false;false;false;false; false
false;true;false;false;true;true;false;false;false;false;true; false
false;true;false;false;true;true;false;false;false;true;false; true
false;true;false;false;true;true;false;false;false;true;true; true
false;true;false;false;true;true;false;false;true;false;false; false
false;true;false;false;true;true;false;false;true;false;true; false
false;true;false;false;true;true;false;false;true;true;false; true
false;true;false;false;true;true;false;false;true;true;true; false
false;true;false;false;true;true;false;true;false;false;false; true
false;true;false;false;true;true;false;true;false;false;true; false
false;true;false;false;true;true;false;true;false;true;false; true
false;true;false;false;true;true;false;true;false;true;true; true
false;true;false;false;true;true;false;true;true;false;false; false
false;true;false;false;true;true;false;true;true;false;true; false
false;true;false;false;true;true;false;true;true;true;false; true
false;true;false;false;true;true;false;true;true;true;true; false
false;true;false;false;true;true;true;false;false;false;false; false
false;true;false;false;true;true;true;false;false;false;true; true
false;true;false;false;true;true;true;false;false;true;false; true
false;true;false;false;true;true;true;false;false;true;true; true
false;true;false;false;true;true;true;false;true;false;false; false
false;true;false;false;true;true;true;false;true;false;true; false
false;true;false;false;true;true;true;false;true;true;false; true
false;true;false;false;true;true;true;false;true;true;true; false
false;true;false;false;true;true;true;true;false;false;false; true
false;true;false;false;true;true;true;true;false;false;true; true
false;true;false;false;true;true;true;true;false;true;false; true
false;true;false;false;true;true;true;true;false;true;true; true
false;true;false;false;true;true;true;true;true;false;false; false
false;true;false;false;true;true;true;true;true;false;true; false
false;true;false;false;true;true;true;true;true;true;false; true
false;true;false;false;true;true;true;true;true;true;true; false
false;true;false;true;false;false;false;false;false;false;false; false
false;true;false;true;false;false;false;false;false;false;true; false
false;true;false;true;false;false;false;false;false;true;false; false
false;true;false;true;false;false;false;false;false;true;true; false
false;true;false;true;false;false;false;false;true;false;false; true
false;true;false;true;false;false;false;false;true;false;true; false
false;true;false;true;false;false;false;false;true;true;false; true
false;true;false;true;false;false;false;false;true;true;true; false
false;true;false;true;false;false;false;true;false;false;false; true
false;true;false;true;false;false;false;true;false;false;true; false
false;true;false;true;false;false;false;true;false;true;false; false
false;true;false;true;false;false;false;true;false;true;true; false
false;true;false;true;false;false;false;true;true;false;false; true
false;true;false;true;false;false;false;true;true;false;true; false
false;true;false;true;false;false;false;true;true;true;false; true
false;true;false;true;false;false;false;true;true;true;true; false
false;true;false;true;false;false;true;false;false;false;false; false
false;true;false;true;false;false;true;false;false;false;true; true
false;true;false;true;false;false;true;false;false;true;false; false
false;true;false;true;false;false;true;false;false;true;true; false
false;true;false;true;false;false;true;false;true;false;false; true
false;true;false;true;false;false;true;false;true;false;true; false
false;true;false;true;false;false;true;false;true;true;false; true
false;true;false;true;false;false;true;false;true;true;true; false
false;true;false;true;false;false;true;true;false;false;false; true
false;true;false;true;false;false;true;true;false;false;true; true
false;true;false;true;false;false;true;true;false;true;false; false
false;true;false;true;false;false;true;true;false;true;true; false
false;true;false;true;false;false;true;true;true;false;false; true
false;true;false;true;false;false;true;true;true;false;true; false
false;true;false;true;false;false;true;true;true;true;false; true
false;true;false;true;false;false;true;true;true;true;true; false
false;true;false;true;false;true;false;false;false;false;false; false
false;true;false;true;false;true;false;false;false;false;true; false
false;true;false;true;false;true;false;false;false;true;false; true
false;true;false;true;false;true;false;false;false;true;true; false
false;true;false;true;false;true;false;false;true;false;false; true
false;true;false;true;false;true;false;false;true;false;true; false
false;true;false;true;false;true;false;false;true;true;false; true
false;true;false;true;false;true;false;false;true;true;true; false
false;true;false;true;false;true;false;true;false;false;false; true
false;true;false;true;false;true;false;true;false;false;true; false
false;true;false;true;false;true;false;true;false;true;false; true
false;true;false;true;false;true;false;true;false;true;true; false
false;true;false;true;false;true;false;true;true;false;false; true
false;true;false;true;false;true;false;true;true;false;true; false
false;true;false;true;false;true;false;true;true;true;false; true
false;true;false;true;false;true;false;true;true;true;true; false
false;true;false;true;false;true;true;false;false;false;false; false
false;true;false;true;false;true;true;false;false;false;true; true
false;true;false;true;false;true;true;false;false;true;false; true
false;true;false;true;false;true;true;false;false;true;true; false
false;true;false;true;false;true;true;false;true;false;false; true
false;true;false;true;false;true;true;false;true;false;true; false
false;true;false;true;false;true;true;false;true;true;false; true
false;true;false;true;false;true;true;false;true;true;true; false
false;true;false;true;false;true;true;true;false;false;false; true
false;true;false;true;false;true;true;true;false;false;true; true
false;true;false;true;false;true;true;true;false;true;false; true
false;true;false;true;false;true;true;true;false;true;true; false
false;true;false;true;false;true;true;true;true;false;false; true
false;true;false;true;false;true;true;true;true;false;true; false
false;true;false;true;false;true;true;true;true;true;false; true
false;true;false;true;false;true;true;true;true;true;true; false
false;true;false;true;true;false;false;false;false;false;false; false
false;true;false;true;true;false;false;false;false;false;true; false
false;true;false;true;true;false;false;false;false;true;false; false
false;true;false;true;true;false;false;false;false;true;true; true
false;true;false;true;true;false;false;false;true;false;false; true
false;true;false;true;true;false;false;false;true;false;true; false
false;true;false;true;true;false;false;false;true;true;false; true
false;true;false;true;true;false;false;false;true;true;true; false
false;true;false;true;true;false;false;true;false;false;false; true
false;true;false;true;true;false;false;true;false;false;true; false
false;true;false;true;true;false;false;true;false;true;false; false
false;true;false;true;true;false;false;true;false;true;true; true
false;true;false;true;true;false;false;true;true;false;false; true
false;true;false;true;true;false;false;true;true;false;true; false
false;true;false;true;true;false;false;true;true;true;false; true
false;true;false;true;true;false;false;true;true;true;true; false
false;true;false;true;true;false;true;false;false;false;false; false
false;true;false;true;true;false;true;false;false;false;true; true
false;true;false;true;true;false;true;false;false;true;false; false
false;true;false;true;true;false;true;false;false;true;true; true
false;true;false;true;true;false;true;false;true;false;false; true
false;true;false;true;true;false;true;false;true;false;true; false
false;true;false;true;true;false;true;false;true;true;false; true
false;true;false;true;true;false;true;false;true;true;true; false
false;true;false;true;true;false;true;true;false;false;false; true
false;true;false;true;true;false;true;true;false;false;true; true
false;true;false;true;true;false;true;true;false;true;false; false
false;true;false;true;true;false;true;true;false;true;true; true
false;true;false;true;true;false;true;true;true;false;false; true
false;true;false;true;true;false;true;true;true;false;true; false
false;true;false;true;true;false;true;true;true;true;false; true
false;true;false;true;true;false;true;true;true;true;true; false
false;true;false;true;true;true;false;false;false;false;false; false
false;true;false;true;true;true;false;false;false;false;true; false
false;true;false;true;true;true;false;false;false;true;false; true
false;true;false;true;true;true;false;false;false;true;true; true
false;true;false;true;true;true;false;false;true;false;false; true
false;true;false;true;true;true;false;false;true;false;true; false
false;true;false;true;true;true;false;false;true;true;false; true
false;true;false;true;true;true;false;false;true;true;true; false
false;true;false;true;true;true;false;true;false;false;false; true
false;true;false;true;true;true;false;true;false;false;true; false
false;true;false;true;true;true;false;true;false;true;false; true
false;true;false;true;true;true;false;true;false;true;true; true
false;true;false;true;true;true;false;true;true;false;false; true
false;true;false;true;true;true;false;true;true;false;true; false
false;true;false;true;true;true;false;true;true;true;false; true
false;true;false;true;true;true;false;true;true;true;true; false
false;true;false;true;true;true;true;false;false;false;false; false
false;true;false;true;true;true;true;false;false;false;true; true
false;true;false;true;true;true;true;false;false;true;false; true
false;true;false;true;true;true;true;false;false;true;true; true
false;true;false;true;true;true;true;false;true;false;false; true
false;true;false;true;true;true;true;false;true;false;true; false
false;true;false;true;true;true;true;false;true;true;false; true
false;true;false;true;true;true;true;false;true;true;true; false
false;true;false;true;true;true;true;true;false;false;false; true
false;true;false;true;true;true;true;true;false;false;true; true
false;true;false;true;true;true;true;true;false;true;false; true
false;true;false;true;true;true;true;true;false;true;true; true
false;true;false;true;true;true;true;true;true;false;false; true
false;true;false;true;true;true;true;true;true;false;true; false
false;true;false;true;true;true;true;true;true;true;false; true
false;true;false;true;true;true;true;true;true;true;true; false
false;true;true;false;false;false;false;false;false;false;false; false
false;true;true;false;false;false;false;false;false;false;true; false
false;true;true;false;false;false;false;false;false;true;false; false
false;true;true;false;false;false;false;false;false;true;true; false
false;true;true;false;false;false;false;false;true;false;false; false
false;true;true;false;false;false;false;false;true;false;true; true
false;true;true;false;false;false;false;false;true;true;false; true
false;true;true;false;false;false;false;false;true;true;true; false
false;true;true;false;false;false;false;true;false;false;false; true
false;true;true;false;false;false;false;true;false;false;true; false
false;true;true;false;false;false;false;true;false;true;false; false
false;true;true;false;false;false;false;true;false;true;true; false
false;true;true;false;false;false;false;true;true;false;false; false
false;true;true;false;false;false;false;true;true;false;true; true
false;true;true;false;false;false;false;true;true;true;false; true
false;true;true;false;false;false;false;true;true;true;true; false
false;true;true;false;false;false;true;false;false;false;false; false
false;true;true;false;false;false;true;false;false;false;true; true
false;true;true;false;false;false;true;false;false;true;false; false
false;true;true;false;false;false;true;false;false;true;true; false
false;true;true;false;false;false;true;false;true;false;false; false
false;true;true;false;false;false;true;false;true;false;true; true
false;true;true;false;false;false;true;false;true;true;false; true
false;true;true;false;false;false;true;false;true;true;true; false
false;true;true;false;false;false;true;true;false;false;false; true
false;true;true;false;false;false;true;true;false;false;true; true
false;true;true;false;false;false;true;true;false;true;false; false
false;true;true;false;false;false;true;true;false;true;true; false
false;true;true;false;false;false;true;true;true;false;false; false
false;true;true;false;false;false;true;true;true;false;true; true
false;true;true;false;false;false;true;true;true;true;false; true
false;true;true;false;false;false;true;true;true;true;true; false
false;true;true;false;false;true;false;false;false;false;false; false
false;true;true;false;false;true;false;false;false;false;true; false
false;true;true;false;false;true;false;false;false;true;false; true
false;true;true;false;false;true;false;false;false;true;true; false
false;true;true;false;false;true;false;false;true;false;false; false
false;true;true;false;false;true;false;false;true;false;true; true
false;true;true;false;false;true;false;false;true;true;false; true
false;true;true;false;false;true;false;false;true;true;true; false
false;true;true;false;false;true;false;true;false;false;false; true
false;true;true;false;false;true;false;true;false;false;true; false
false;true;true;false;false;true;false;true;false;true;false; true
false;true;true;false;false;true;false;true;false;true;true; false
false;true;true;false;false;true;false;true;true;false;false; false
false;true;true;false;false;true;false;true;true;false;true; true
false;true;true;false;false;true;false;true;true;true;false; true
false;true;true;false;false;true;false;true;true;true;true; false
false;true;true;false;false;true;true;false;false;false;false; false
false;true;true;false;false;true;true;false;false;false;true; true
false;true;true;false;false;true;true;false;false;true;false; true
false;true;true;false;false;true;true;false;false;true;true; false
false;true;true;false;false;true;true;false;true;false;false; false
false;true;true;false;false;true;true;false;true;false;true; true
false;true;true;false;false;true;true;false;true;true;false; true
false;true;true;false;false;true;true;false;true;true;true; false
false;true;true;false;false;true;true;true;false;false;false; true
false;true;true;false;false;true;true;true;false;false;true; true
false;true;true;false;false;true;true;true;false;true;false; true
false;true;true;false;false;true;true;true;false;true;true; false
false;true;true;false;false;true;true;true;true;false;false; false
false;true;true;false;false;true;true;true;true;false;true; true
false;true;true;false;false;true;true;true;true;true;false; true
false;true;true;false;false;true;true;true;true;true;true; false
false;true;true;false;true;false;false;false;false;false;false; false
false;true;true;false;true;false;false;false;false;false;true; false
false;true;true;false;true;false;false;false;false;true;false; false
false;true;true;false;true;false;false;false;false;true;true; true
false;true;true;false;true;false;false;false;true;false;false; false
false;true;true;false;true;false;false;false;true;false;true; true
false;true;true;false;true;false;false;false;true;true;false; true
false;true;true;false;true;false;false;false;true;true;true; false
false;true;true;false;true;false;false;true;false;false;false; true
false;true;true;false;true;false;false;true;false;false;true; false
false;true;true;false;true;false;false;true;false;true;false; false
false;true;true;false;true;false;false;true;false;true;true; true
false;true;true;false;true;false;false;true;true;false;false; false
false;true;true;false;true;false;false;true;true;false;true; true
false;true;true;false;true;false;false;true;true;true;false; true
false;true;true;false;true;false;false;true;true;true;true; false
false;true;true;false;true;false;true;false;false;false;false; false
false;true;true;false;true;false;true;false;false;false;true; true
false;true;true;false;true;false;true;false;false;true;false; false
false;true;true;false;true;false;true;false;false;true;true; true
false;true;true;false;true;false;true;false;true;false;false; false
false;true;true;false;true;false;true;false;true;false;true; true
false;true;true;false;true;false;true;false;true;true;false; true
false;true;true;false;true;false;true;false;true;true;true; false
false;true;true;false;true;false;true;true;false;false;false; true
false;true;true;false;true;false;true;true;false;false;true; true
false;true;true;false;true;false;true;true;false;true;false; false
false;true;true;false;true;false;true;true;false;true;true; true
false;true;true;false;true;false;true;true;true;false;false; false
false;true;true;false;true;false;true;true;true;false;true; true
false;true;true;false;true;false;true;true;true;true;false; true
false;true;true;false;true;false;true;true;true;true;true; false
false;true;true;false;true;true;false;false;false;false;false; false
false;true;true;false;true;true;false;false;false;false;true; false
false;true;true;false;true;true;false;false;false;true;false; true
false;true;true;false;true;true;false;false;false;true;true; true
false;true;true;false;true;true;false;false;true;false;false; false
false;true;true;false;true;true;false;false;true;false;true; true
false;true;true;false;true;true;false;false;true;true;false; true
false;true;true;false;true;true;false;false;true;true;true; false
false;true;true;false;true;true;false;true;false;false;false; true
false;true;true;false;true;true;false;true;false;false;true; false
false;true;true;false;true;true;false;true;false;true;false; true
false;true;true;false;true;true;false;true;false;true;true; true
false;true;true;false;true;true;false;true;true;false;false; false
false;true;true;false;true;true;false;true;true;false;true; true
false;true;true;false;true;true;false;true;true;true;false; true
false;true;true;false;true;true;false;true;true;true;true; false
false;true;true;false;true;true;true;false;false;false;false; false
false;true;true;false;true;true;true;false;false;false;true; true
false;true;true;false;true;true;true;false;false;true;false; true
false;true;true;false;true;true;true;false;false;true;true; true
false;true;true;false;true;true;true;false;true;false;false; false
false;true;true;false;true;true;true;false;true;false;true; true
false;true;true;false;true;true;true;false;true;true;false; true
false;true;true;false;true;true;true;false;true;true;true; false
false;true;true;false;true;true;true;true;false;false;false; true
false;true;true;false;true;true;true;true;false;false;true; true
false;true;true;false;true;true;true;true;false;true;false; true
false;true;true;false;true;true;true;true;false;true;true; true
false;true;true;false;true;true;true;true;true;false;false; false
false;true;true;false;true;true;true;true;true;false;true; true
false;true;true;false;true;true;true;true;true;true;false; true
false;true;true;false;true;true;true;true;true;true;true; false
false;true;true;true;false;false;false;false;false;false;false; false
false;true;true;true;false;false;false;false;false;false;true; false
false;true;true;true;false;false;false;false;false;true;false; false
false;true;true;true;false;false;false;false;false;true;true; false
false;true;true;true;false;false;false;false;true;false;false; true
false;true;true;true;false;false;false;false;true;false;true; true
false;true;true;true;false;false;false;false;true;true;false; true
false;true;true;true;false;false;false;false;true;true;true; false
false;true;true;true;false;false;false;true;false;false;false; true
false;true;true;true;false;false;false;true;false;false;true; false
false;true;true;true;false;false;false;true;false;true;false; false
false;true;true;true;false;false;false;true;false;true;true; false
false;true;true;true;false;false;false;true;true;false;false; true
false;true;true;true;false;false;false;true;true;false;true; true
false;true;true;true;false;false;false;true;true;true;false; true
false;true;true;true;false;false;false;true;true;true;true; false
false;true;true;true;false;false;true;false;false;false;false; false
false;true;true;true;false;false;true;false;false;false;true; true
false;true;true;true;false;false;true;false;false;true;false; false
false;true;true;true;false;false;true;false;false;true;true; false
false;true;true;true;false;false;true;false;true;false;false; true
false;true;true;true;false;false;true;false;true;false;true; true
false;true;true;true;false;false;true;false;true;true;false; true
false;true;true;true;false;false;true;false;true;true;true; false
false;true;true;true;false;false;true;true;false;false;false; true
false;true;true;true;false;false;true;true;false;false;true; true
false;true;true;true;false;false;true;true;false;true;false; false
false;true;true;true;false;false;true;true;false;true;true; false
false;true;true;true;false;false;true;true;true;false;false; true
false;true;true;true;false;false;true;true;true;false;true; true
false;true;true;true;false;false;true;true;true;true;false; true
false;true;true;true;false;false;true;true;true;true;true; false
false;true;true;true;false;true;false;false;false;false;false; false
false;true;true;true;false;true;false;false;false;false;true; false
false;true;true;true;false;true;false;false;false;true;false; true
false;true;true;true;false;true;false;false;false;true;true; false
false;true;true;true;false;true;false;false;true;false;false; true
false;true;true;true;false;true;false;false;true;false;true; true
false;true;true;true;false;true;false;false;true;true;false; true
false;true;true;true;false;true;false;false;true;true;true; false
false;true;true;true;false;true;false;true;false;false;false; true
false;true;true;true;false;true;false;true;false;false;true; false
false;true;true;true;false;true;false;true;false;true;false; true
false;true;true;true;false;true;false;true;false;true;true; false
false;true;true;true;false;true;false;true;true;false;false; true
false;true;true;true;false;true;false;true;true;false;true; true
false;true;true;true;false;true;false;true;true;true;false; true
false;true;true;true;false;true;false;true;true;true;true; false
false;true;true;true;false;true;true;false;false;false;false; false
false;true;true;true;false;true;true;false;false;false;true; true
false;true;true;true;false;true;true;false;false;true;false; true
false;true;true;true;false;true;true;false;false;true;true; false
false;true;true;true;false;true;true;false;true;false;false; true
false;true;true;true;false;true;true;false;true;false;true; true
false;true;true;true;false;true;true;false;true;true;false; true
false;true;true;true;false;true;true;false;true;true;true; false
false;true;true;true;false;true;true;true;false;false;false; true
false;true;true;true;false;true;true;true;false;false;true; true
false;true;true;true;false;true;true;true;false;true;false; true
false;true;true;true;false;true;true;true;false;true;true; false
false;true;true;true;false;true;true;true;true;false;false; true
false;true;true;true;false;true;true;true;true;false;true; true
false;true;true;true;false;true;true;true;true;true;false; true
false;true;true;true;false;true;true;true;true;true;true; false
false;true;true;true;true;false;false;false;false;false;false; false
false;true;true;true;true;false;false;false;false;false;true; false
false;true;true;true;true;false;false;false;false;true;false; false
false;true;true;true;true;false;false;false;false;true;true; true
false;true;true;true;true;false;false;false;true;false;false; true
false;true;true;true;true;false;false;false;true;false;true; true
false;true;true;true;true;false;false;false;true;true;false; true
false;true;true;true;true;false;false;false;true;true;true; false
false;true;true;true;true;false;false;true;false;false;false; true
false;true;true;true;true;false;false;true;false;false;true; false
false;true;true;true;true;false;false;true;false;true;false; false
false;true;true;true;true;false;false;true;false;true;true; true
false;true;true;true;true;false;false;true;true;false;false; true
false;true;true;true;true;false;false;true;true;false;true; true
false;true;true;true;true;false;false;true;true;true;false; true
false;true;true;true;true;false;false;true;true;true;true; false
false;true;true;true;true;false;true;false;false;false;false; false
false;true;true;true;true;false;true;false;false;false;true; true
false;true;true;true;true;false;true;false;false;true;false; false
false;true;true;true;true;false;true;false;false;true;true; true
false;true;true;true;true;false;true;false;true;false;false; true
false;true;true;true;true;false;true;false;true;false;true; true
false;true;true;true;true;false;true;false;true;true;false; true
false;true;true;true;true;false;true;false;true;true;true; false
false;true;true;true;true;false;true;true;false;false;false; true
false;true;true;true;true;false;true;true;false;false;true; true
false;true;true;true;true;false;true;true;false;true;false; false
false;true;true;true;true;false;true;true;false;true;true; true
false;true;true;true;true;false;true;true;true;false;false; true
false;true;true;true;true;false;true;true;true;false;true; true
false;true;true;true;true;false;true;true;true;true;false; true
false;true;true;true;true;false;true;true;true;true;true; false
false;true;true;true;true;true;false;false;false;false;false; false
false;true;true;true;true;true;false;false;false;false;true; false
false;true;true;true;true;true;false;false;false;true;false; true
false;true;true;true;true;true;false;false;false;true;true; true
false;true;true;true;true;true;false;false;true;false;false; true
false;true;true;true;true;true;false;false;true;false;true; true
false;true;true;true;true;true;false;false;true;true;false; true
false;true;true;true;true;true;false;false;true;true;true; false
false;true;true;true;true;true;false;true;false;false;false; true
false;true;true;true;true;true;false;true;false;false;true; false
false;true;true;true;true;true;false;true;false;true;false; true
false;true;true;true;true;true;false;true;false;true;true; true
false;true;true;true;true;true;false;true;true;false;false; true
false;true;true;true;true;true;false;true;true;false;true; true
false;true;true;true;true;true;false;true;true;true;false; true
false;true;true;true;true;true;false;true;true;true;true; false
false;true;true;true;true;true;true;false;false;false;false; false
false;true;true;true;true;true;true;false;false;false;true; true
false;true;true;true;true;true;true;false;false;true;false; true
false;true;true;true;true;true;true;false;false;true;true; true
false;true;true;true;true;true;true;false;true;false;false; true
false;true;true;true;true;true;true;false;true;false;true; true
false;true;true;true;true;true;true;false;true;true;false; true
false;true;true;true;true;true;true;false;true;true;true; false
false;true;true;true;true;true;true;true;false;false;false; true
false;true;true;true;true;true;true;true;false;false;true; true
false;true;true;true;true;true;true;true;false;true;false; true
false;true;true;true;true;true;true;true;false;true;true; true
false;true;true;true;true;true;true;true;true;false;false; true
false;true;true;true;true;true;true;true;true;false;true; true
false;true;true;true;true;true;true;true;true;true;false; true
false;true;true;true;true;true;true;true;true;true;true; false
true;false;false;false;false;false;false;false;false;false;false; false
true;false;false;false;false;false;false;false;false;false;true; false
true;false;false;false;false;false;false;false;false;true;false; false
true;false;false;false;false;false;false;false;false;true;true; false
true;false;false;false;false;false;false;false;true;false;false; false
true;false;false;false;false;false;false;false;true;false;true; false
true;false;false;false;false;false;false;false;true;true;false; false
true;false;false;false;false;false;false;false;true;true;true; true
true;false;false;false;false;false;false;true;false;false;false; true
true;false;false;false;false;false;false;true;false;false;true; false
true;false;false;false;false;false;false;true;false;true;false; false
true;false;false;false;false;false;false;true;false;true;true; false
true;false;false;false;false;false;false;true;true;false;false; false
true;false;false;false;false;false;false;true;true;false;true; false
true;false;false;false;false;false;false;true;true;true;false; false
true;false;false;false;false;false;false;true;true;true;true; true
true;false;false;false;false;false;true;false;false;false;false; false
true;false;false;false;false;false;true;false;false;false;true; true
true;false;false;false;false;false;true;false;false;true;false; false
true;false;false;false;false;false;true;false;false;true;true; false
true;false;false;false;false;false;true;false;true;false;false; false
true;false;false;false;false;false;true;false;true;false;true; false
true;false;false;false;false;false;true;false;true;true;false; false
true;false;false;false;false;false;true;false;true;true;true; true
true;false;false;false;false;false;true;true;false;false;false; true
true;false;false;false;false;false;true;true;false;false;true; true
true;false;false;false;false;false;true;true;false;true;false; false
true;false;false;false;false;false;true;true;false;true;true; false
true;false;false;false;false;false;true;true;true;false;false; false
true;false;false;false;false;false;true;true;true;false;true; false
true;false;false;false;false;false;true;true;true;true;false; false
true;false;false;false;false;false;true;true;true;true;true; true
true;false;false;false;false;true;false;false;false;false;false; false
true;false;false;false;false;true;false;false;false;false;true; false
true;false;false;false;false;true;false;false;false;true;false; true
true;false;false;false;false;true;false;false;false;true;true; false
true;false;false;false;false;true;false;false;true;false;false; false
true;false;false;false;false;true;false;false;true;false;true; false
true;false;false;false;false;true;false;false;true;true;false; false
true;false;false;false;false;true;false;false;true;true;true; true
true;false;false;false;false;true;false;true;false;false;false; true
true;false;false;false;false;true;false;true;false;false;true; false
true;false;false;false;false;true;false;true;false;true;false; true
true;false;false;false;false;true;false;true;false;true;true; false
true;false;false;false;false;true;false;true;true;false;false; false
true;false;false;false;false;true;false;true;true;false;true; false
true;false;false;false;false;true;false;true;true;true;false; false
true;false;false;false;false;true;false;true;true;true;true; true
true;false;false;false;false;true;true;false;false;false;false; false
true;false;false;false;false;true;true;false;false;false;true; true
true;false;false;false;false;true;true;false;false;true;false; true
true;false;false;false;false;true;true;false;false;true;true; false
true;false;false;false;false;true;true;false;true;false;false; false
true;false;false;false;false;true;true;false;true;false;true; false
true;false;false;false;false;true;true;false;true;true;false; false
true;false;false;false;false;true;true;false;true;true;true; true
true;false;false;false;false;true;true;true;false;false;false; true
true;false;false;false;false;true;true;true;false;false;true; true
true;false;false;false;false;true;true;true;false;true;false; true
true;false;false;false;false;true;true;true;false;true;true; false
true;false;false;false;false;true;true;true;true;false;false; false
true;false;false;false;false;true;true;true;true;false;true; false
true;false;false;false;false;true;true;true;true;true;false; false
true;false;false;false;false;true;true;true;true;true;true; true
true;false;false;false;true;false;false;false;false;false;false; false
true;false;false;false;true;false;false;false;false;false;true; false
true;false;false;false;true;false;false;false;false;true;false; false
true;false;false;false;true;false;false;false;false;true;true; true
true;false;false;false;true;false;false;false;true;false;false; false
true;false;false;false;true;false;false;false;true;false;true; false
true;false;false;false;true;false;false;false;true;true;false; false
true;false;false;false;true;false;false;false;true;true;true; true
true;false;false;false;true;false;false;true;false;false;false; true
true;false;false;false;true;false;false;true;false;false;true; false
true;false;false;false;true;false;false;true;false;true;false; false
true;false;false;false;true;false;false;true;false;true;true; true
true;false;false;false;true;false;false;true;true;false;false; false
true;false;false;false;true;false;false;true;true;false;true; false
true;false;false;false;true;false;false;true;true;true;false; false
true;false;false;false;true;false;false;true;true;true;true; true
true;false;false;false;true;false;true;false;false;false;false; false
true;false;false;false;true;false;true;false;false;false;true; true
true;false;false;false;true;false;true;false;false;true;false; false
true;false;false;false;true;false;true;false;false;true;true; true
true;false;false;false;true;false;true;false;true;false;false; false
true;false;false;false;true;false;true;false;true;false;true; false
true;false;false;false;true;false;true;false;true;true;false; false
true;false;false;false;true;false;true;false;true;true;true; true
true;false;false;false;true;false;true;true;false;false;false; true
true;false;false;false;true;false;true;true;false;false;true; true
true;false;false;false;true;false;true;true;false;true;false; false
true;false;false;false;true;false;true;true;false;true;true; true
true;false;false;false;true;false;true;true;true;false;false; false
true;false;false;false;true;false;true;true;true;false;true; false
true;false;false;false;true;false;true;true;true;true;false; false
true;false;false;false;true;false;true;true;true;true;true; true
true;false;false;false;true;true;false;false;false;false;false; false
true;false;false;false;true;true;false;false;false;false;true; false
true;false;false;false;true;true;false;false;false;true;false; true
true;false;false;false;true;true;false;false;false;true;true; true
true;false;false;false;true;true;false;false;true;false;false; false
true;false;false;false;true;true;false;false;true;false;true; false
true;false;false;false;true;true;false;false;true;true;false; false
true;false;false;false;true;true;false;false;true;true;true; true
true;false;false;false;true;true;false;true;false;false;false; true
true;false;false;false;true;true;false;true;false;false;true; false
true;false;false;false;true;true;false;true;false;true;false; true
true;false;false;false;true;true;false;true;false;true;true; true
true;false;false;false;true;true;false;true;true;false;false; false
true;false;false;false;true;true;false;true;true;false;true; false
true;false;false;false;true;true;false;true;true;true;false; false
true;false;false;false;true;true;false;true;true;true;true; true
true;false;false;false;true;true;true;false;false;false;false; false
true;false;false;false;true;true;true;false;false;false;true; true
true;false;false;false;true;true;true;false;false;true;false; true
true;false;false;false;true;true;true;false;false;true;true; true
true;false;false;false;true;true;true;false;true;false;false; false
true;false;false;false;true;true;true;false;true;false;true; false
true;false;false;false;true;true;true;false;true;true;false; false
true;false;false;false;true;true;true;false;true;true;true; true
true;false;false;false;true;true;true;true;false;false;false; true
true;false;false;false;true;true;true;true;false;false;true; true
true;false;false;false;true;true;true;true;false;true;false; true
true;false;false;false;true;true;true;true;false;true;true; true
true;false;false;false;true;true;true;true;true;false;false; false
true;false;false;false;true;true;true;true;true;false;true; false
true;false;false;false;true;true;true;true;true;true;false; false
true;false;false;false;true;true;true;true;true;true;true; true
true;false;false;true;false;false;false;false;false;false;false; false
true;false;false;true;false;false;false;false;false;false;true; false
true;false;false;true;false;false;false;false;false;true;false; false
true;false;false;true;false;false;false;false;false;true;true; false
true;false;false;true;false;false;false;false;true;false;false; true
true;false;false;true;false;false;false;false;true;false;true; false
true;false;false;true;false;false;false;false;true;true;false; false
true;false;false;true;false;false;false;false;true;true;true; true
true;false;false;true;false;false;false;true;false;false;false; true
